postal_district_number,postal_district,postal_district_name,postal_district_label,floor_level,floor_area_band,rent_psm_25th,rent_psm_median,rent_psm_75th,reference_period,period_start,year,quarter
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>100 - 300,57.29,71.43,123.32,2023Q2,2023-04-01,2023,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>300,63.36,69.96,69.97,2023Q2,2023-04-01,2023,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,30 & Below,190.77,285.8,412.0,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>30 - 100,122.06,158.4,231.66,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>100 - 300,119.61,233.0,363.3,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>300,90.46,112.04,217.47,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,30 & Below,166.67,192.31,301.33,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>30 - 100,127.72,184.21,274.43,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>100 - 300,106.5,152.73,188.19,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>300,88.67,177.2,251.12,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,30 & Below,82.37,125.43,217.67,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>30 - 100,60.0,116.1,169.9,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>100 - 300,86.11,129.16,145.55,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>300,91.62,92.06,112.99,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>30 - 100,74.19,88.35,131.18,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>100 - 300,77.05,84.16,98.33,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>300,82.91,114.48,153.4,2023Q3,2023-07-01,2023,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,30 & Below,98.44,173.66,308.14,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>30 - 100,91.8,127.87,194.94,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>100 - 300,69.94,163.09,261.04,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>300,50.59,55.97,221.72,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,30 & Below,156.53,241.38,325.64,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>30 - 100,135.31,167.81,266.67,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>100 - 300,107.09,147.06,177.93,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>300,85.0,105.35,129.15,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,30 & Below,74.82,105.55,174.87,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>30 - 100,81.57,97.49,160.5,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>100 - 300,66.45,94.9,134.47,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>300,53.86,69.96,77.82,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>30 - 100,66.38,70.69,83.0,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>100 - 300,100.0,107.66,110.09,2023Q4,2023-10-01,2023,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,30 & Below,126.26,296.93,428.87,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>30 - 100,79.9,129.52,155.97,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>100 - 300,84.79,155.11,524.67,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>300,62.75,80.44,169.09,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,30 & Below,161.25,255.06,300.76,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>30 - 100,118.23,164.08,213.39,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>100 - 300,77.16,130.18,188.94,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>300,103.2,110.88,162.7,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,30 & Below,71.63,122.93,162.31,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>30 - 100,56.37,103.03,127.59,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>100 - 300,66.99,87.67,129.0,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>300,66.2,86.18,89.45,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>30 - 100,68.26,76.1,91.05,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>100 - 300,46.8,71.19,82.36,2024Q1,2024-01-01,2024,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,30 & Below,78.77,236.41,365.89,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>30 - 100,125.0,170.73,205.19,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>100 - 300,127.09,188.67,462.79,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,30 & Below,176.18,250.0,350.88,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>30 - 100,125.58,190.56,214.92,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>100 - 300,85.94,138.07,168.46,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>300,71.89,93.34,109.03,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,30 & Below,78.33,132.35,179.08,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>30 - 100,68.2,96.89,159.12,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>100 - 300,80.99,113.2,132.19,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>300,69.09,97.61,121.6,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,30 & Below,84.92,88.08,88.27,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>30 - 100,54.09,83.11,94.63,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>100 - 300,56.15,66.18,74.88,2024Q2,2024-04-01,2024,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,30 & Below,100.91,259.33,399.83,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>30 - 100,96.51,118.32,207.81,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>100 - 300,143.38,411.69,501.91,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>300,87.23,88.69,143.52,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,30 & Below,189.0,305.4,370.83,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>30 - 100,91.61,155.66,199.11,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>100 - 300,96.23,123.9,159.56,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>300,53.8,99.47,132.92,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,30 & Below,83.43,116.47,168.89,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>30 - 100,83.77,102.35,162.37,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>100 - 300,62.79,81.81,113.06,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>300,50.59,99.85,118.39,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,30 & Below,110.16,119.23,227.72,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>30 - 100,60.34,69.44,75.32,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>100 - 300,58.16,59.93,83.66,2024Q3,2024-07-01,2024,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,30 & Below,107.64,176.26,349.41,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>30 - 100,67.0,95.94,120.71,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>100 - 300,135.15,221.83,328.66,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,30 & Below,181.57,241.4,369.5,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>30 - 100,104.42,167.41,270.23,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>100 - 300,80.75,122.78,175.32,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>300,46.74,57.75,86.26,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,30 & Below,85.37,139.48,219.17,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>30 - 100,82.27,109.52,199.54,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>100 - 300,70.13,83.0,113.77,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>300,81.65,91.49,103.55,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>30 - 100,82.82,90.33,110.93,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>300,77.5,100.11,128.09,2024Q4,2024-10-01,2024,Q4
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,30 & Below,102.08,185.45,264.49,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>30 - 100,96.45,141.33,215.37,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>100 - 300,86.99,191.35,258.72,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,30 & Below,105.0,181.56,280.58,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>30 - 100,88.29,147.06,188.89,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>100 - 300,89.95,108.18,155.49,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>300,106.88,130.82,226.09,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,30 & Below,87.09,107.37,184.41,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>30 - 100,84.78,107.63,159.39,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>100 - 300,59.2,86.1,103.37,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>300,43.49,50.4,69.95,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>100 - 300,83.98,89.78,97.96,2025Q1,2025-01-01,2025,Q1
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,30 & Below,229.0,394.14,469.77,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>30 - 100,78.08,123.41,209.92,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>100 - 300,210.54,341.1,492.51,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>300,80.32,86.12,98.4,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,30 & Below,137.39,188.37,336.97,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>30 - 100,118.17,169.32,234.58,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>100 - 300,87.59,102.2,163.24,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>300,52.22,65.07,86.59,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,30 & Below,93.69,136.2,233.33,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>30 - 100,84.96,97.56,144.1,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>100 - 300,76.96,119.3,194.26,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>300,82.76,95.67,96.53,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>30 - 100,65.73,84.38,88.45,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>100 - 300,52.73,63.87,75.47,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 4 & Above,>300,92.63,113.93,118.41,2025Q2,2025-04-01,2025,Q2
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,30 & Below,83.07,261.67,330.57,2025Q3,2025-07-01,2025,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>30 - 100,114.97,159.84,244.37,2025Q3,2025-07-01,2025,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>100 - 300,115.95,232.73,398.2,2025Q3,2025-07-01,2025,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",B1 & Below,>300,50.2,64.42,78.6,2025Q3,2025-07-01,2025,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,30 & Below,202.61,268.19,312.27,2025Q3,2025-07-01,2025,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>30 - 100,98.7,148.98,203.05,2025Q3,2025-07-01,2025,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>100 - 300,89.7,134.38,187.73,2025Q3,2025-07-01,2025,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 1,>300,65.32,74.41,120.22,2025Q3,2025-07-01,2025,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,30 & Below,91.42,122.05,160.94,2025Q3,2025-07-01,2025,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>30 - 100,76.54,120.05,185.03,2025Q3,2025-07-01,2025,Q3
1,D01,"Raffles Place, Cecil, Marina, People's Park","D01 / Raffles Place, Cecil, Marina, People's Park",Level 2 & 3,>100 - 300,79.88,98.64,150.91,2025Q3,2025-07-01,2025,Q3
